"OrthologGroup" "Species1" "GeneSpecies1" "Species2" "GeneSpecies2" "MaxPVal"
"OG0004787" "Asp" "Potra2n10c21590" "Cher" "FUN_004972-T1" 0.0018
"OG0004799" "Asp" "Potra2n4c9895" "Cher" "FUN_029155-T1" 2.37e-22
"OG0004810" "Asp" "Potra2n1c1878" "Cher" "FUN_019994-T1" 1.6e-05
"OG0004830" "Asp" "Potra2n13c25578" "Cher" "FUN_013104-T1" 2.83e-12
"OG0005015" "Asp" "Potra2n10c21673" "Cher" "FUN_000163-T1" 8.43e-11
"OG0005073" "Asp" "Potra2n10c21228" "Cher" "FUN_004444-T1" 0.0488
"OG0005133" "Asp" "Potra2n1c804" "Cher" "FUN_025208-T1" 8.51e-07
"OG0005159" "Asp" "Potra2n9c19266" "Cher" "FUN_029828-T1" 0.000451
"OG0005164" "Asp" "Potra2n18c32055" "Cher" "FUN_000801-T1" 1.85e-07
"OG0005253" "Asp" "Potra2n18c33017" "Cher" "FUN_006444-T1" 9.89e-13
"OG0005291" "Asp" "Potra2n11c22377" "Cher" "FUN_018672-T1" 8.98e-06
"OG0005510" "Asp" "Potra2n10c20363" "Cher" "FUN_011803-T1" 2.76e-12
"OG0005521" "Asp" "Potra2n10c20767" "Cher" "FUN_012342-T1" 5.27e-47
"OG0005527" "Asp" "Potra2n14c27506" "Cher" "FUN_031182-T1" 0.00123
"OG0005546" "Asp" "Potra2n14c27258" "Cher" "FUN_039915-T1" 0.0255
"OG0005613" "Asp" "Potra2n15c28705" "Cher" "FUN_026293-T1" 1.08e-08
"OG0005808" "Asp" "Potra2n10c22063" "Cher" "FUN_003865-T1" 4.75e-17
"OG0005839" "Asp" "Potra2n12c24711" "Cher" "FUN_032852-T1" 0.000109
"OG0005897" "Asp" "Potra2n7c16527" "Cher" "FUN_002796-T1" 5.02e-13
"OG0005977" "Asp" "Potra2n16c29982" "Cher" "FUN_021800-T1" 2.73e-12
"OG0006025" "Asp" "Potra2n1c1777" "Cher" "FUN_007586-T1" 0.0109
"OG0006098" "Asp" "Potra2n8c18502" "Cher" "FUN_001733-T1" 5.85e-09
"OG0006101" "Asp" "Potra2n13c26280" "Cher" "FUN_022513-T1" 8.18e-13
"OG0006163" "Asp" "Potra2n8c17928" "Cher" "FUN_004945-T1" 2.48e-31
"OG0006262" "Asp" "Potra2n2c6306" "Cher" "FUN_005163-T1" 6.54e-15
"OG0006282" "Asp" "Potra2n14c26533" "Cher" "FUN_005973-T1" 6.32e-37
"OG0006353" "Asp" "Potra2n16c30051" "Cher" "FUN_021704-T1" 3.94e-35
"OG0006360" "Asp" "Potra2n16c29498" "Cher" "FUN_036808-T1" 2.45e-08
"OG0006380" "Asp" "Potra2n14c27748" "Cher" "FUN_016515-T1" 1.58e-05
"OG0006396" "Asp" "Potra2n16c29703" "Cher" "FUN_037704-T1" 2.14e-25
"OG0006444" "Asp" "Potra2n3c8297" "Cher" "FUN_007400-T1" 5.86e-05
"OG0006512" "Asp" "Potra2n18c32305" "Cher" "FUN_032445-T1" 1.92e-26
"OG0006721" "Asp" "Potra2n2c6104" "Cher" "FUN_030937-T1" 0.0416
"OG0006724" "Asp" "Potra2n9c19967" "Cher" "FUN_007144-T1" 0.00952
"OG0006835" "Asp" "Potra2n16c30474" "Cher" "FUN_012437-T1" 0.000116
"OG0006888" "Asp" "Potra2n18c32809" "Cher" "FUN_026307-T1" 1.62e-08
"OG0006926" "Asp" "Potra2n14c26497" "Cher" "FUN_005943-T1" 4.26e-08
"OG0006939" "Asp" "Potra2n1c2511" "Cher" "FUN_030172-T1" 3.44e-55
"OG0006959" "Asp" "Potra2n9c20089" "Cher" "FUN_005271-T1" 0.000449
"OG0006961" "Asp" "Potra2n18c33197" "Cher" "FUN_006244-T1" 0.000278
"OG0007024" "Asp" "Potra2n11c23216" "Cher" "FUN_032202-T1" 1.3e-33
"OG0007132" "Asp" "Potra2n15c28772" "Cher" "FUN_026351-T1" 2.08e-05
"OG0007288" "Asp" "Potra2n13c24971" "Cher" "FUN_012460-T1" 4.74e-42
"OG0007473" "Asp" "Potra2n1c3180" "Cher" "FUN_034483-T1" 7.01e-55
"OG0007499" "Asp" "Potra2n16c30041" "Cher" "FUN_021722-T1" 1.09e-08
"OG0007511" "Asp" "Potra2n11c23586" "Cher" "FUN_031666-T1" 0.000742
"OG0007531" "Asp" "Potra2n18c32062" "Cher" "FUN_000787-T1" 2.03e-14
"OG0007571" "Asp" "Potra2n12c24256" "Cher" "FUN_026360-T1" 0.0097
"OG0007574" "Asp" "Potra2n10c20104" "Cher" "FUN_005074-T1" 1.64e-08
"OG0007657" "Asp" "Potra2n16c30342" "Cher" "FUN_022195-T1" 1.3e-47
"OG0007667" "Asp" "Potra2n203s34938" "Cher" "FUN_038468-T1" 5.07e-11
"OG0008009" "Asp" "Potra2n5c11902" "Cher" "FUN_038937-T1" 1.34e-40
"OG0008077" "Asp" "Potra2n2c4174" "Cher" "FUN_030627-T1" 3.3e-07
"OG0008118" "Asp" "Potra2n2c6025" "Cher" "FUN_031045-T1" 2.63e-15
"OG0008139" "Asp" "Potra2n18c32539" "Cher" "FUN_039384-T1" 4.41e-08
"OG0008142" "Asp" "Potra2n18c32368" "Cher" "FUN_001078-T1" 0.00226
"OG0008188" "Asp" "Potra2n13c25807" "Cher" "FUN_036112-T1" 2.52e-24
"OG0008339" "Asp" "Potra2n10c21436" "Cher" "FUN_004751-T1" 2.67e-32
"OG0008534" "Asp" "Potra2n14c27157" "Cher" "FUN_011659-T1" 1.1e-35
"OG0008550" "Asp" "Potra2n1c2433" "Cher" "FUN_018883-T1" 5.41e-05
"OG0008561" "Asp" "Potra2n11c23648" "Cher" "FUN_031686-T1" 1.09e-19
"OG0008635" "Asp" "Potra2n19c33921" "Cher" "FUN_023110-T1" 1.06e-33
"OG0008656" "Asp" "Potra2n12c24185" "Cher" "FUN_026452-T1" 0.0135
"OG0008694" "Asp" "Potra2n1c2598" "Cher" "FUN_021546-T1" 2.63e-09
"OG0008727" "Asp" "Potra2n14c27181" "Cher" "FUN_011694-T1" 7.37e-07
"OG0008775" "Asp" "Potra2n5c12323" "Cher" "FUN_020292-T1" 0.00735
"OG0008818" "Asp" "Potra2n10c21144" "Cher" "FUN_001301-T1" 1.53e-27
"OG0008949" "Asp" "Potra2n11c22673" "Cher" "FUN_034126-T1" 6.63e-39
"OG0008975" "Asp" "Potra2n13c25497" "Cher" "FUN_012452-T1" 3.06e-33
"OG0009049" "Asp" "Potra2n8c17121" "Cher" "FUN_012179-T1" 5.12e-05
"OG0009350" "Asp" "Potra2n3c7376" "Cher" "FUN_025051-T1" 3.04e-26
"OG0009397" "Asp" "Potra2n13c25099" "Cher" "FUN_016968-T1" 9.49e-10
"OG0009418" "Asp" "Potra2n12c24927" "Cher" "FUN_037809-T1" 1.91e-58
"OG0009431" "Asp" "Potra2n13c25392" "Cher" "FUN_007633-T1" 1.62e-14
"OG0009453" "Asp" "Potra2n1c2744" "Cher" "FUN_016468-T1" 0.000421
"OG0009501" "Asp" "Potra2n16c29689" "Cher" "FUN_037675-T1" 7.12e-55
"OG0009537" "Asp" "Potra2n197s34900" "Cher" "FUN_013750-T1" 4.26e-33
"OG0009687" "Asp" "Potra2n15c28683" "Cher" "FUN_026234-T1" 6.88e-20
"OG0009694" "Asp" "Potra2n1c1772" "Cher" "FUN_028533-T1" 0.00758
"OG0009803" "Asp" "Potra2n6c14228" "Cher" "FUN_000847-T1" 4.41e-08
"OG0009811" "Asp" "Potra2n5c11519" "Cher" "FUN_005798-T1" 1.53e-07
"OG0010105" "Asp" "Potra2n11c23297" "Cher" "FUN_032096-T1" 4.02e-33
"OG0010147" "Asp" "Potra2n6c14082" "Cher" "FUN_039094-T1" 0.00335
"OG0010160" "Asp" "Potra2n10c21327" "Cher" "FUN_004566-T1" 4.61e-28
"OG0010191" "Asp" "Potra2n12c24190" "Cher" "FUN_026448-T1" 4.76e-35
"OG0010202" "Asp" "Potra2n1c213" "Cher" "FUN_013742-T1" 0.0259
"OG0010207" "Asp" "Potra2n3c8337" "Cher" "FUN_007369-T1" 3.57e-13
"OG0010214" "Asp" "Potra2n1c959" "Cher" "FUN_024967-T1" 0.000314
"OG0010219" "Asp" "Potra2n1c454" "Cher" "FUN_003533-T1" 0.00116
"OG0010282" "Asp" "Potra2n16c29974" "Cher" "FUN_038106-T1" 3.7e-14
"OG0010291" "Asp" "Potra2n16c30327" "Cher" "FUN_022177-T1" 0.000167
"OG0010319" "Asp" "Potra2n10c20801" "Cher" "FUN_012389-T1" 5.45e-38
"OG0010349" "Asp" "Potra2n10c21247" "Cher" "FUN_004460-T1" 1.06e-16
"OG0010367" "Asp" "Potra2n16c29449" "Cher" "FUN_036513-T1" 1.16e-53
"OG0010405" "Asp" "Potra2n6c14964" "Cher" "FUN_037810-T1" 6.72e-43
"OG0010451" "Asp" "Potra2n6c13135" "Cher" "FUN_006308-T1" 3.9e-06
"OG0010626" "Asp" "Potra2n1c2608" "Cher" "FUN_021559-T1" 1.24e-05
"OG0010653" "Asp" "Potra2n4c8701" "Cher" "FUN_031895-T1" 0.0434
"OG0010657" "Asp" "Potra2n18c32661" "Cher" "FUN_039552-T1" 7.54e-15
"OG0010704" "Asp" "Potra2n1c357" "Cher" "FUN_014614-T1" 6.35e-26
"OG0010731" "Asp" "Potra2n6c14140" "Cher" "FUN_021754-T1" 0.000216
"OG0011059" "Asp" "Potra2n2c5424" "Cher" "FUN_007176-T1" 3.29e-28
"OG0011084" "Asp" "Potra2n2c4052" "Cher" "FUN_005380-T1" 2.03e-05
"OG0011092" "Asp" "Potra2n10c21448" "Cher" "FUN_004765-T1" 1.18e-20
"OG0011096" "Asp" "Potra2n10c21972" "Cher" "FUN_003717-T1" 0.00019
"OG0011100" "Asp" "Potra2n11c23188" "Cher" "FUN_032265-T1" 6.75e-28
"OG0011137" "Asp" "Potra2n11c22833" "Cher" "FUN_033874-T1" 0.00517
"OG0011171" "Asp" "Potra2n2c5757" "Cher" "FUN_027514-T1" 2.41e-42
"OG0011229" "Asp" "Potra2n1c2004" "Cher" "FUN_008005-T1" 0.00191
"OG0011235" "Asp" "Potra2n11c23322" "Cher" "FUN_032060-T1" 7.51e-31
"OG0011244" "Asp" "Potra2n16c30012" "Cher" "FUN_021767-T1" 1.7e-27
"OG0011251" "Asp" "Potra2n16c29474" "Cher" "FUN_022569-T1" 0.0135
"OG0011321" "Asp" "Potra2n17c31200" "Cher" "FUN_017458-T1" 1.32e-24
"OG0011356" "Asp" "Potra2n5c10984" "Cher" "FUN_031152-T1" 8.23e-11
"OG0011382" "Asp" "Potra2n17c31828" "Cher" "FUN_033905-T1" 0.000105
"OG0011383" "Asp" "Potra2n7c15460" "Cher" "FUN_015521-T1" 3.7e-20
"OG0011390" "Asp" "Potra2n18c32873" "Cher" "FUN_006117-T1" 0.0117
"OG0011423" "Asp" "Potra2n13c25579" "Cher" "FUN_013105-T1" 3.67e-45
"OG0011447" "Asp" "Potra2n11c22614" "Cher" "FUN_034226-T1" 4.39e-05
"OG0011452" "Asp" "Potra2n1c2036" "Cher" "FUN_019206-T1" 7.18e-12
"OG0011527" "Asp" "Potra2n5c10954" "Cher" "FUN_031115-T1" 2.36e-38
"OG0011529" "Asp" "Potra2n8c18454" "Cher" "FUN_001656-T1" 8.14e-09
"OG0011535" "Asp" "Potra2n2c5608" "Cher" "FUN_006817-T1" 2.23e-09
"OG0011573" "Asp" "Potra2n13c26008" "Cher" "FUN_022834-T1" 0.000298
"OG0011616" "Asp" "Potra2n12c24309" "Cher" "FUN_026042-T1" 0.000863
"OG0011637" "Asp" "Potra2n1c1597" "Cher" "FUN_014274-T1" 1.23e-25
"OG0011676" "Asp" "Potra2n2c6214" "Cher" "FUN_005258-T1" 5.16e-14
"OG0012086" "Asp" "Potra2n4c9605" "Cher" "FUN_017603-T1" 7.96e-08
"OG0012127" "Asp" "Potra2n10c21056" "Cher" "FUN_004367-T1" 4.05e-35
"OG0012142" "Asp" "Potra2n10c21572" "Cher" "FUN_004947-T1" 1.82e-28
"OG0012147" "Asp" "Potra2n14c27731" "Cher" "FUN_016549-T1" 1.44e-17
"OG0012248" "Asp" "Potra2n17c31317" "Cher" "FUN_010367-T1" 0.00721
"OG0012267" "Asp" "Potra2n14c27048" "Cher" "FUN_011490-T1" 0.000102
"OG0012298" "Asp" "Potra2n11c23246" "Cher" "FUN_032164-T1" 0.000228
"OG0012306" "Asp" "Potra2n1c798" "Cher" "FUN_025228-T1" 9.13e-15
"OG0012314" "Asp" "Potra2n18c32289" "Cher" "FUN_039760-T1" 8.2e-09
"OG0012325" "Asp" "Potra2n16c30517" "Cher" "FUN_022384-T1" 1.32e-37
"OG0012359" "Asp" "Potra2n17c30910" "Cher" "FUN_015683-T1" 1.97e-51
"OG0012383" "Asp" "Potra2n9c20034" "Cher" "FUN_019495-T1" 1.61e-18
"OG0012425" "Asp" "Potra2n1c1249" "Cher" "FUN_024457-T1" 0.0056
"OG0012444" "Asp" "Potra2n14c26427" "Cher" "FUN_005851-T1" 3.19e-06
"OG0012453" "Asp" "Potra2n10c21857" "Cher" "FUN_000499-T1" 2.12e-40
"OG0012471" "Asp" "Potra2n17c31126" "Cher" "FUN_017277-T1" 4.91e-22
"OG0012475" "Asp" "Potra2n5c11845" "Cher" "FUN_038794-T1" 6.57e-13
"OG0012485" "Asp" "Potra2n12c24284" "Cher" "FUN_026237-T1" 1.21e-27
"OG0012499" "Asp" "Potra2n18c32313" "Cher" "FUN_039785-T1" 7.61e-20
"OG0012573" "Asp" "Potra2n2c5746" "Cher" "FUN_027574-T1" 1.17e-17
"OG0012622" "Asp" "Potra2n13c25982" "Cher" "FUN_022862-T1" 6.6e-41
"OG0012637" "Asp" "Potra2n15c28466" "Cher" "FUN_025837-T1" 0.00035
"OG0012640" "Asp" "Potra2n17c31807" "Cher" "FUN_015375-T1" 4.32e-27
"OG0013120" "Asp" "Potra2n1c1105" "Cher" "FUN_023978-T1" 1.31e-06
"OG0013240" "Asp" "Potra2n16c30483" "Cher" "FUN_022350-T1" 0.000264
"OG0013295" "Asp" "Potra2n9c18825" "Cher" "FUN_019693-T1" 0.000794
"OG0013337" "Asp" "Potra2n1c1200" "Cher" "FUN_024333-T1" 0.0341
"OG0013408" "Asp" "Potra2n5c11747" "Cher" "FUN_038668-T1" 0.0106
"OG0013451" "Asp" "Potra2n1c607" "Cher" "FUN_033037-T1" 0.000412
"OG0013467" "Asp" "Potra2n18c32688" "Cher" "FUN_039284-T1" 0.00139
"OG0013478" "Asp" "Potra2n14c27309" "Cher" "FUN_031389-T1" 0.00168
"OG0013619" "Asp" "Potra2n11c23311" "Cher" "FUN_032079-T1" 0.0136
"OG0013620" "Asp" "Potra2n5c11770" "Cher" "FUN_038717-T1" 0.000829
"OG0013684" "Asp" "Potra2n14c26898" "Cher" "FUN_011217-T1" 0.0321
"OG0014381" "Asp" "Potra2n2c5723" "Cher" "FUN_006055-T1" 7.48e-59
"OG0014454" "Asp" "Potra2n10c22011" "Cher" "FUN_003811-T1" 1.05e-21
"OG0014464" "Asp" "Potra2n2c5490" "Cher" "FUN_007021-T1" 1.19e-27
"OG0014534" "Asp" "Potra2n10c20527" "Cher" "FUN_012067-T1" 0.000176
"OG0014665" "Asp" "Potra2n15c28316" "Cher" "FUN_025657-T1" 2.71e-18
"OG0014728" "Asp" "Potra2n1c3225" "Cher" "FUN_018547-T1" 0.0165
"OG0014737" "Asp" "Potra2n2c5454" "Cher" "FUN_007108-T1" 5.17e-28
"OG0014791" "Asp" "Potra2n3c6856" "Cher" "FUN_014580-T1" 7.69e-46
"OG0014822" "Asp" "Potra2n6c12860" "Cher" "FUN_006184-T1" 0.0189
"OG0014936" "Asp" "Potra2n16c30400" "Cher" "FUN_022267-T1" 8.9e-44
"OG0014943" "Asp" "Potra2n15c27972" "Cher" "FUN_012834-T1" 3.92e-31
"OG0016376" "Asp" "Potra2n114s34572" "Cher" "FUN_036597-T1" 1.61e-14
"OG0016455" "Asp" "Potra2n2c4146" "Cher" "FUN_030582-T1" 1.01e-15
"OG0016474" "Asp" "Potra2n2c6165" "Cher" "FUN_005312-T1" 3.36e-23
"OG0016551" "Asp" "Potra2n7c15892" "Cher" "FUN_021096-T1" 2.1e-22
"OG0016561" "Asp" "Potra2n10c20703" "Cher" "FUN_012259-T1" 1.89e-07
"OG0000865" "Birch" "Bpev01.c0121.g0025.m0001" "Cher" "FUN_019997-T1" 4.09e-11
"OG0001223" "Birch" "Bpev01.c0161.g0085.m0001" "Cher" "FUN_007191-T1" 1.68e-15
"OG0001233" "Birch" "Bpev01.c0115.g0119.m0001" "Cher" "FUN_012329-T1" 8.72e-17
"OG0001273" "Birch" "Bpev01.c1120.g0015.m0001" "Cher" "FUN_025872-T1" 2.09e-39
"OG0001326" "Birch" "Bpev01.c0126.g0058.m0001" "Cher" "FUN_025826-T1" 6.75e-39
"OG0001328" "Birch" "Bpev01.c0023.g0013.m0001" "Cher" "FUN_029188-T1" 7.69e-33
"OG0001348" "Birch" "Bpev01.c0614.g0010.m0001" "Cher" "FUN_000239-T1" 4.08e-09
"OG0001361" "Birch" "Bpev01.c0428.g0032.m0001" "Cher" "FUN_009646-T1" 7.8e-16
"OG0001510" "Birch" "Bpev01.c0597.g0001.m0001" "Cher" "FUN_031328-T1" 7.29e-17
"OG0001777" "Birch" "Bpev01.c0439.g0046.m0001" "Cher" "FUN_004939-T1" 1.82e-08
"OG0001853" "Birch" "Bpev01.c0422.g0003.m0001" "Cher" "FUN_013157-T1" 8.59e-61
"OG0002079" "Birch" "Bpev01.c0136.g0008.m0001" "Cher" "FUN_000234-T1" 4.5e-07
"OG0002247" "Birch" "Bpev01.c1441.g0004.m0001" "Cher" "FUN_016350-T1" 0.00267
"OG0002312" "Birch" "Bpev01.c1233.g0008.m0001" "Cher" "FUN_002960-T1" 6.39e-87
"OG0002322" "Birch" "Bpev01.c1592.g0006.m0001" "Cher" "FUN_032826-T1" 1.7e-05
"OG0002448" "Birch" "Bpev01.c0451.g0018.m0001" "Cher" "FUN_013165-T1" 1.81e-19
"OG0002499" "Birch" "Bpev01.c0134.g0101.m0001" "Cher" "FUN_005111-T1" 1.66e-36
"OG0002686" "Birch" "Bpev01.c2000.g0003.m0001" "Cher" "FUN_005256-T1" 2.76e-50
"OG0002885" "Birch" "Bpev01.c1270.g0017.m0001" "Cher" "FUN_000354-T1" 1.08e-46
"OG0003061" "Birch" "Bpev01.c0253.g0008.m0001" "Cher" "FUN_018444-T1" 4.9e-13
"OG0003130" "Birch" "Bpev01.c0214.g0065.m0001" "Cher" "FUN_005208-T1" 1.5e-16
"OG0003310" "Birch" "Bpev01.c0253.g0028.m0001" "Cher" "FUN_018399-T1" 0.000699
"OG0003464" "Birch" "Bpev01.c1391.g0001.m0001" "Cher" "FUN_012328-T1" 2.12e-54
"OG0003499" "Birch" "Bpev01.c0082.g0081.m0001" "Cher" "FUN_038256-T1" 9e-10
"OG0003575" "Birch" "Bpev01.c1228.g0005.m0001" "Cher" "FUN_032112-T1" 4.85e-15
"OG0003658" "Birch" "Bpev01.c0717.g0009.m0001" "Cher" "FUN_024980-T1" 1.51e-59
"OG0003814" "Birch" "Bpev01.c0425.g0048.m0001" "Cher" "FUN_018604-T1" 3.26e-47
"OG0003897" "Birch" "Bpev01.c0362.g0006.m0001" "Cher" "FUN_016116-T1" 0.00885
"OG0004156" "Birch" "Bpev01.c0398.g0010.m0001" "Cher" "FUN_005937-T1" 0.0443
"OG0004173" "Birch" "Bpev01.c0038.g0146.m0001" "Cher" "FUN_003731-T1" 5.09e-19
"OG0004285" "Birch" "Bpev01.c0135.g0075.m0001" "Cher" "FUN_017253-T1" 3.98e-31
"OG0004305" "Birch" "Bpev01.c0077.g0011.m0001" "Cher" "FUN_018763-T1" 3.29e-11
"OG0004360" "Birch" "Bpev01.c0219.g0003.m0001" "Cher" "FUN_000675-T1" 1.6e-18
"OG0004392" "Birch" "Bpev01.c0120.g0056.m0001" "Cher" "FUN_010998-T1" 0.0409
"OG0004420" "Birch" "Bpev01.c2306.g0001.m0001" "Cher" "FUN_004756-T1" 2.1e-29
"OG0004427" "Birch" "Bpev01.c0950.g0008.m0001" "Cher" "FUN_032188-T1" 3.19e-36
"OG0004509" "Birch" "Bpev01.c0115.g0116.m0001" "Cher" "FUN_012332-T1" 5.22e-14
"OG0004608" "Birch" "Bpev01.c0667.g0010.m0001" "Cher" "FUN_018655-T1" 9e-88
"OG0004652" "Birch" "Bpev01.c0163.g0022.m0001" "Cher" "FUN_021436-T1" 4.83e-22
"OG0004728" "Birch" "Bpev01.c1275.g0005.m0001" "Cher" "FUN_033402-T1" 3.45e-14
"OG0004746" "Birch" "Bpev01.c0284.g0010.m0001" "Cher" "FUN_024566-T1" 2.85e-37
"OG0004765" "Birch" "Bpev01.c0092.g0008.m0001" "Cher" "FUN_031835-T1" 5.33e-11
"OG0004787" "Birch" "Bpev01.c0765.g0008.m0001" "Cher" "FUN_004972-T1" 4.23e-06
"OG0004799" "Birch" "Bpev01.c1638.g0011.m0001" "Cher" "FUN_029155-T1" 2.96e-05
"OG0004810" "Birch" "Bpev01.c0622.g0004.m0001" "Cher" "FUN_019994-T1" 6.13e-13
"OG0004830" "Birch" "Bpev01.c0415.g0006.m0001" "Cher" "FUN_013104-T1" 0.0319
"OG0005015" "Birch" "Bpev01.c0165.g0001.m0001" "Cher" "FUN_000163-T1" 8.4e-23
"OG0005073" "Birch" "Bpev01.c0195.g0015.m0001" "Cher" "FUN_004444-T1" 0.000296
"OG0005133" "Birch" "Bpev01.c0158.g0056.m0001" "Cher" "FUN_025208-T1" 1.02e-14
"OG0005159" "Birch" "Bpev01.c0157.g0020.m0001" "Cher" "FUN_029828-T1" 8.74e-20
"OG0005164" "Birch" "Bpev01.c0558.g0020.m0001" "Cher" "FUN_000801-T1" 3.98e-17
"OG0005253" "Birch" "Bpev01.c1320.g0006.m0001" "Cher" "FUN_006444-T1" 4.26e-30
"OG0005291" "Birch" "Bpev01.c0667.g0026.m0001" "Cher" "FUN_018672-T1" 1.88e-33
"OG0005510" "Birch" "Bpev01.c0115.g0003.m0001" "Cher" "FUN_011803-T1" 1.92e-18
"OG0005521" "Birch" "Bpev01.c0115.g0111.m0001" "Cher" "FUN_012342-T1" 2.31e-79
"OG0005527" "Birch" "Bpev01.c1292.g0003.m0001" "Cher" "FUN_031182-T1" 6.23e-29
"OG0005546" "Birch" "Bpev01.c0066.g0064.m0001" "Cher" "FUN_039915-T1" 3.53e-11
"OG0005613" "Birch" "Bpev01.c0189.g0036.m0001" "Cher" "FUN_026293-T1" 7.1e-38
"OG0005808" "Birch" "Bpev01.c0038.g0038.m0001" "Cher" "FUN_003865-T1" 9.1e-38
"OG0005839" "Birch" "Bpev01.c1308.g0002.m0001" "Cher" "FUN_032852-T1" 7.98e-11
"OG0005897" "Birch" "Bpev01.c0022.g0013.m0001" "Cher" "FUN_002796-T1" 1.74e-28
"OG0005977" "Birch" "Bpev01.c0843.g0004.m0001" "Cher" "FUN_021800-T1" 6.7e-14
"OG0006025" "Birch" "Bpev01.c0172.g0004.m0001" "Cher" "FUN_007586-T1" 3.37e-09
"OG0006098" "Birch" "Bpev01.c0330.g0010.m0001" "Cher" "FUN_001733-T1" 8.64e-11
"OG0006101" "Birch" "Bpev01.c0164.g0016.m0001" "Cher" "FUN_022513-T1" 2.96e-09
"OG0006163" "Birch" "Bpev01.c0114.g0045.m0001" "Cher" "FUN_004945-T1" 4.74e-13
"OG0006262" "Birch" "Bpev01.c0022.g0100.m0001" "Cher" "FUN_005163-T1" 2.33e-10
"OG0006282" "Birch" "Bpev01.c0015.g0011.m0001" "Cher" "FUN_005973-T1" 7.45e-57
"OG0006353" "Birch" "Bpev01.c0288.g0009.m0001" "Cher" "FUN_021704-T1" 1e-80
"OG0006360" "Birch" "Bpev01.c1009.g0004.m0001" "Cher" "FUN_036808-T1" 0.000115
"OG0006380" "Birch" "Bpev01.c2510.g0001.m0001" "Cher" "FUN_016515-T1" 0.00734
"OG0006396" "Birch" "Bpev01.c0029.g0067.m0001" "Cher" "FUN_037704-T1" 4.04e-75
"OG0006444" "Birch" "Bpev01.c0304.g0035.m0001" "Cher" "FUN_007400-T1" 5.3e-28
"OG0006512" "Birch" "Bpev01.c0229.g0018.m0001" "Cher" "FUN_032445-T1" 5.44e-55
"OG0006721" "Birch" "Bpev01.c0050.g0121.m0001" "Cher" "FUN_030937-T1" 0.00156
"OG0006724" "Birch" "Bpev01.c2261.g0001.m0001" "Cher" "FUN_007144-T1" 1.07e-11
"OG0006835" "Birch" "Bpev01.c0115.g0030.m0001" "Cher" "FUN_012437-T1" 9.63e-45
"OG0006888" "Birch" "Bpev01.c0189.g0051.m0001" "Cher" "FUN_026307-T1" 3.91e-13
"OG0006926" "Birch" "Bpev01.c0157.g0009.m0001" "Cher" "FUN_005943-T1" 1.96e-11
"OG0006939" "Birch" "Bpev01.c0146.g0010.m0001" "Cher" "FUN_030172-T1" 5.53e-82
"OG0006959" "Birch" "Bpev01.c0257.g0021.m0001" "Cher" "FUN_005271-T1" 0.000707
"OG0006961" "Birch" "Bpev01.c0944.g0006.m0001" "Cher" "FUN_006244-T1" 2.95e-14
"OG0007024" "Birch" "Bpev01.c1106.g0003.m0001" "Cher" "FUN_032202-T1" 3.09e-35
"OG0007132" "Birch" "Bpev01.c0618.g0004.m0001" "Cher" "FUN_026351-T1" 1.07e-08
"OG0007288" "Birch" "Bpev01.c0089.g0075.m0001" "Cher" "FUN_012460-T1" 4.63e-06
"OG0007473" "Birch" "Bpev01.c1239.g0012.m0001" "Cher" "FUN_034483-T1" 4.55e-52
"OG0007499" "Birch" "Bpev01.c0288.g0017.m0001" "Cher" "FUN_021722-T1" 3e-13
"OG0007511" "Birch" "Bpev01.c0127.g0025.m0001" "Cher" "FUN_031666-T1" 0.0221
"OG0007531" "Birch" "Bpev01.c0558.g0009.m0001" "Cher" "FUN_000787-T1" 2.25e-15
"OG0007571" "Birch" "Bpev01.c1049.g0007.m0001" "Cher" "FUN_026360-T1" 0.000397
"OG0007574" "Birch" "Bpev01.c0629.g0022.m0001" "Cher" "FUN_005074-T1" 0.000804
"OG0007657" "Birch" "Bpev01.c0190.g0014.m0001" "Cher" "FUN_022195-T1" 5.7e-71
"OG0007667" "Birch" "Bpev01.c0027.g0145.m0001" "Cher" "FUN_038468-T1" 4.59e-13
"OG0008009" "Birch" "Bpev01.c0022.g0152.m0001" "Cher" "FUN_038937-T1" 2.52e-68
"OG0008077" "Birch" "Bpev01.c2218.g0004.m0001" "Cher" "FUN_030627-T1" 0.0119
"OG0008118" "Birch" "Bpev01.c1422.g0009.m0001" "Cher" "FUN_031045-T1" 1.97e-56
"OG0008139" "Birch" "Bpev01.c0996.g0012.m0001" "Cher" "FUN_039384-T1" 0.0309
"OG0008142" "Birch" "Bpev01.c0659.g0006.m0001" "Cher" "FUN_001078-T1" 4.62e-12
"OG0008188" "Birch" "Bpev01.c1394.g0001.m0001" "Cher" "FUN_036112-T1" 2.84e-11
"OG0008339" "Birch" "Bpev01.c0994.g0010.m0001" "Cher" "FUN_004751-T1" 5.82e-33
"OG0008534" "Birch" "Bpev01.c0001.g0013.m0001" "Cher" "FUN_011659-T1" 1.59e-05
"OG0008550" "Birch" "Bpev01.c0279.g0018.m0001" "Cher" "FUN_018883-T1" 7.64e-30
"OG0008561" "Birch" "Bpev01.c0127.g0068.m0001" "Cher" "FUN_031686-T1" 1.63e-55
"OG0008635" "Birch" "Bpev01.c1298.g0005.m0001" "Cher" "FUN_023110-T1" 1.31e-25
"OG0008656" "Birch" "Bpev01.c0755.g0002.m0001" "Cher" "FUN_026452-T1" 0.00685
