"OrthologGroup" "Species1" "GeneSpecies1" "Species2" "GeneSpecies2" "MaxPVal"
"OG0020197" "Lodge" "Pinsyl_asmbl_36093.p1.p1" "Scots" "Pinsyl_asmbl_36093.p1.p1" " 7.41e-13"
"OG0019620" "Lodge" "Pinsyl_asmbl_138711.p1.p1" "Scots" "Pinsyl_asmbl_138711.p1.p1" " 8.75e-13"
"OG0015175" "Lodge" "Pinsyl_asmbl_136549.p1.p1" "Scots" "Pinsyl_asmbl_136549.p1.p1" " 1.92e-12"
"OG0011249" "Lodge" "Pinsyl_asmbl_33327.p1.p1" "Scots" "Pinsyl_asmbl_33327.p1.p1" " 4.80e-12"
"OG0015161" "Lodge" "Pinsyl_asmbl_4158.p1.p1" "Scots" "Pinsyl_asmbl_4158.p1.p1" " 5.16e-12"
"OG0020161" "Lodge" "Pinsyl_asmbl_31524.p1.p1" "Scots" "Pinsyl_asmbl_31524.p1.p1" " 5.17e-12"
"OG0007611" "Lodge" "Pinsyl_asmbl_99972.p1.p1" "Scots" "Pinsyl_asmbl_99972.p1.p1" " 7.75e-12"
"OG0009194" "Lodge" "Pinsyl_asmbl_43861.p1.p1" "Scots" "Pinsyl_asmbl_43861.p1.p1" " 9.88e-12"
"OG0005529" "Lodge" "Pinsyl_asmbl_13415.p1.p1" "Scots" "Pinsyl_asmbl_13415.p1.p1" " 1.19e-11"
"OG0016591" "Lodge" "Pinsyl_asmbl_110032.p1.p1" "Scots" "Pinsyl_asmbl_110032.p1.p1" " 1.29e-11"
"OG0016857" "Lodge" "Pinsyl_asmbl_6184.p1.p1" "Scots" "Pinsyl_asmbl_6184.p1.p1" " 1.55e-11"
"OG0009648" "Lodge" "Pinsyl_asmbl_91832.p1.p1" "Scots" "Pinsyl_asmbl_91832.p1.p1" " 4.92e-11"
"OG0005483" "Lodge" "Pinsyl_asmbl_65291.p1.p1" "Scots" "Pinsyl_asmbl_65291.p1.p1" " 5.82e-11"
"OG0007959" "Lodge" "Pinsyl_asmbl_96107.p1.p1" "Scots" "Pinsyl_asmbl_96107.p1.p1" " 6.61e-11"
"OG0009946" "Lodge" "Pinsyl_asmbl_113503.p1.p1" "Scots" "Pinsyl_asmbl_113503.p1.p1" " 8.23e-11"
"OG0020359" "Lodge" "Pinsyl_asmbl_79866.p1.p1" "Scots" "Pinsyl_asmbl_79866.p1.p1" " 8.85e-11"
"OG0020433" "Lodge" "Pinsyl_asmbl_92258.p1.p1" "Scots" "Pinsyl_asmbl_92258.p1.p1" " 2.49e-10"
"OG0017510" "Lodge" "Pinsyl_asmbl_128381.p1.p1" "Scots" "Pinsyl_asmbl_128381.p1.p1" " 3.47e-10"
"OG0016773" "Lodge" "Pinsyl_asmbl_1430.p1.p1" "Scots" "Pinsyl_asmbl_1430.p1.p1" " 3.73e-10"
"OG0015431" "Lodge" "Pinsyl_asmbl_22887.p1.p1" "Scots" "Pinsyl_asmbl_22887.p1.p1" " 5.94e-10"
"OG0020270" "Lodge" "Pinsyl_asmbl_110078.p1.p1" "Scots" "Pinsyl_asmbl_110078.p1.p1" " 7.55e-10"
"OG0010575" "Lodge" "Pinsyl_asmbl_100289.p1.p1" "Scots" "Pinsyl_asmbl_100289.p1.p1" " 8.39e-10"
"OG0007226" "Lodge" "Pinsyl_asmbl_59494.p1.p1" "Scots" "Pinsyl_asmbl_59494.p1.p1" " 1.08e-09"
"OG0008740" "Lodge" "Pinsyl_asmbl_107798.p1.p1" "Scots" "Pinsyl_asmbl_107798.p1.p1" " 1.09e-09"
"OG0005678" "Lodge" "Pinsyl_asmbl_128739.p1.p1" "Scots" "Pinsyl_asmbl_128739.p1.p1" " 1.66e-09"
"OG0016913" "Lodge" "Pinsyl_asmbl_127293.p1.p1" "Scots" "Pinsyl_asmbl_127293.p1.p1" " 3.05e-09"
"OG0003394" "Lodge" "Pinsyl_asmbl_123178.p1.p1" "Scots" "Pinsyl_asmbl_123178.p1.p1" " 3.52e-09"
"OG0012782" "Lodge" "Pinsyl_asmbl_106404.p1.p1" "Scots" "Pinsyl_asmbl_106404.p1.p1" " 5.48e-09"
"OG0011734" "Lodge" "Pinsyl_asmbl_68534.p1.p1" "Scots" "Pinsyl_asmbl_68534.p1.p1" " 6.70e-09"
"OG0020204" "Lodge" "Pinsyl_asmbl_37918.p1.p1" "Scots" "Pinsyl_asmbl_37918.p1.p1" " 9.07e-09"
"OG0006971" "Lodge" "Pinsyl_asmbl_86495.p1.p1" "Scots" "Pinsyl_asmbl_86495.p1.p1" " 9.25e-09"
"OG0005109" "Lodge" "Pinsyl_asmbl_139624.p1.p1" "Scots" "Pinsyl_asmbl_139624.p1.p1" " 2.24e-08"
"OG0009380" "Lodge" "Pinsyl_asmbl_139490.p1.p1" "Scots" "Pinsyl_asmbl_139490.p1.p1" " 4.71e-08"
"OG0020207" "Lodge" "Pinsyl_asmbl_37802.p1.p1" "Scots" "Pinsyl_asmbl_37802.p1.p1" " 4.83e-08"
"OG0000442" "Lodge" "Pinsyl_asmbl_111846.p1.p1" "Scots" "Pinsyl_asmbl_111846.p1.p1" " 6.28e-08"
"OG0020338" "Lodge" "Pinsyl_asmbl_108742.p1.p1" "Scots" "Pinsyl_asmbl_108742.p1.p1" " 6.43e-08"
"OG0001657" "Lodge" "Pinsyl_asmbl_137666.p1.p1" "Scots" "Pinsyl_asmbl_137666.p1.p1" " 8.81e-08"
"OG0019530" "Lodge" "Pinsyl_asmbl_101909.p1.p1" "Scots" "Pinsyl_asmbl_101909.p1.p1" " 9.47e-08"
"OG0011723" "Lodge" "Pinsyl_asmbl_102735.p1.p1" "Scots" "Pinsyl_asmbl_102735.p1.p1" " 1.21e-07"
"OG0002962" "Lodge" "Pinsyl_asmbl_10514.p1.p1" "Scots" "Pinsyl_asmbl_10514.p1.p1" " 1.61e-07"
"OG0006368" "Lodge" "Pinsyl_asmbl_1945.p1.p1" "Scots" "Pinsyl_asmbl_1945.p1.p1" " 3.28e-07"
"OG0002164" "Lodge" "Pinsyl_asmbl_65284.p2.p1" "Scots" "Pinsyl_asmbl_65284.p2.p1" " 7.02e-07"
"OG0006328" "Lodge" "Pinsyl_asmbl_53440.p1.p1" "Scots" "Pinsyl_asmbl_53440.p1.p1" " 1.39e-06"
"OG0020701" "Lodge" "Pinsyl_asmbl_91601.p1.p1" "Scots" "Pinsyl_asmbl_91601.p1.p1" " 1.49e-06"
"OG0012916" "Lodge" "Pinsyl_asmbl_134140.p1.p1" "Scots" "Pinsyl_asmbl_134140.p1.p1" " 1.53e-06"
"OG0012757" "Lodge" "Pinsyl_asmbl_26698.p1.p1" "Scots" "Pinsyl_asmbl_26698.p1.p1" " 1.55e-06"
"OG0017172" "Lodge" "Pinsyl_asmbl_118141.p1.p1" "Scots" "Pinsyl_asmbl_118141.p1.p1" " 1.62e-06"
"OG0019484" "Lodge" "Pinsyl_asmbl_108985.p1.p1" "Scots" "Pinsyl_asmbl_108985.p1.p1" " 1.80e-06"
"OG0007474" "Lodge" "Pinsyl_asmbl_72679.p1.p1" "Scots" "Pinsyl_asmbl_72679.p1.p1" " 1.97e-06"
"OG0020174" "Lodge" "Pinsyl_asmbl_107612.p1.p1" "Scots" "Pinsyl_asmbl_107612.p1.p1" " 2.43e-06"
"OG0002375" "Lodge" "Pinsyl_asmbl_85767.p1.p1" "Scots" "Pinsyl_asmbl_85767.p1.p1" " 3.12e-06"
"OG0025619" "Lodge" "Pinsyl_asmbl_132439.p1.p1" "Scots" "Pinsyl_asmbl_132439.p1.p1" " 3.15e-06"
"OG0007820" "Lodge" "Pinsyl_asmbl_15304.p1.p1" "Scots" "Pinsyl_asmbl_15304.p1.p1" " 3.39e-06"
"OG0016861" "Lodge" "Pinsyl_asmbl_61470.p1.p1" "Scots" "Pinsyl_asmbl_61470.p1.p1" " 3.60e-06"
"OG0019627" "Lodge" "Pinsyl_asmbl_84878.p1.p1" "Scots" "Pinsyl_asmbl_84878.p1.p1" " 4.01e-06"
"OG0008900" "Lodge" "Pinsyl_asmbl_44769.p1.p1" "Scots" "Pinsyl_asmbl_44769.p1.p1" " 4.60e-06"
"OG0019513" "Lodge" "Pinsyl_asmbl_78176.p1.p1" "Scots" "Pinsyl_asmbl_78176.p1.p1" " 5.15e-06"
"OG0010804" "Lodge" "Pinsyl_asmbl_106408.p1.p1" "Scots" "Pinsyl_asmbl_106408.p1.p1" " 5.28e-06"
"OG0005093" "Lodge" "Pinsyl_asmbl_105014.p1.p1" "Scots" "Pinsyl_asmbl_105014.p1.p1" " 5.49e-06"
"OG0012852" "Lodge" "Pinsyl_asmbl_116864.p1.p1" "Scots" "Pinsyl_asmbl_116864.p1.p1" " 5.66e-06"
"OG0020607" "Lodge" "Pinsyl_asmbl_3178.p1.p1" "Scots" "Pinsyl_asmbl_3178.p1.p1" " 5.91e-06"
"OG0003922" "Lodge" "Pinsyl_asmbl_114615.p1.p1" "Scots" "Pinsyl_asmbl_114615.p1.p1" " 6.18e-06"
"OG0010700" "Lodge" "Pinsyl_asmbl_39881.p1.p1" "Scots" "Pinsyl_asmbl_39881.p1.p1" " 6.44e-06"
"OG0015578" "Lodge" "Pinsyl_asmbl_47585.p1.p1" "Scots" "Pinsyl_asmbl_47585.p1.p1" " 6.55e-06"
"OG0003709" "Lodge" "Pinsyl_asmbl_101381.p1.p1" "Scots" "Pinsyl_asmbl_101381.p1.p1" " 6.85e-06"
"OG0020681" "Lodge" "Pinsyl_asmbl_107409.p1.p1" "Scots" "Pinsyl_asmbl_107409.p1.p1" " 9.96e-06"
"OG0010462" "Lodge" "Pinsyl_asmbl_10025.p1.p1" "Scots" "Pinsyl_asmbl_10025.p1.p1" " 1.10e-05"
"OG0004601" "Lodge" "Pinsyl_asmbl_8656.p1.p1" "Scots" "Pinsyl_asmbl_8656.p1.p1" " 1.15e-05"
"OG0008742" "Lodge" "Pinsyl_asmbl_56850.p1.p1" "Scots" "Pinsyl_asmbl_56850.p1.p1" " 1.46e-05"
"OG0003070" "Lodge" "Pinsyl_asmbl_24575.p1.p1" "Scots" "Pinsyl_asmbl_24575.p1.p1" " 1.54e-05"
"OG0009015" "Lodge" "Pinsyl_asmbl_15719.p1.p1" "Scots" "Pinsyl_asmbl_15719.p1.p1" " 1.89e-05"
"OG0011206" "Lodge" "Pinsyl_asmbl_134614.p1.p1" "Scots" "Pinsyl_asmbl_134614.p1.p1" " 2.16e-05"
"OG0020462" "Lodge" "Pinsyl_asmbl_59837.p1.p1" "Scots" "Pinsyl_asmbl_59837.p1.p1" " 2.19e-05"
"OG0007366" "Lodge" "Pinsyl_asmbl_112166.p1.p1" "Scots" "Pinsyl_asmbl_112166.p1.p1" " 2.63e-05"
"OG0019936" "Lodge" "Pinsyl_asmbl_31836.p1.p1" "Scots" "Pinsyl_asmbl_31836.p1.p1" " 3.09e-05"
"OG0019686" "Lodge" "Pinsyl_asmbl_59589.p1.p1" "Scots" "Pinsyl_asmbl_59589.p1.p1" " 3.13e-05"
"OG0011736" "Lodge" "Pinsyl_asmbl_73397.p1.p1" "Scots" "Pinsyl_asmbl_73397.p1.p1" " 3.31e-05"
"OG0009205" "Lodge" "Pinsyl_asmbl_118657.p1.p1" "Scots" "Pinsyl_asmbl_118657.p1.p1" " 3.75e-05"
"OG0016820" "Lodge" "Pinsyl_asmbl_24656.p1.p1" "Scots" "Pinsyl_asmbl_24656.p1.p1" " 3.94e-05"
"OG0006083" "Lodge" "Pinsyl_asmbl_103812.p1.p1" "Scots" "Pinsyl_asmbl_103812.p1.p1" " 4.10e-05"
"OG0008972" "Lodge" "Pinsyl_asmbl_50616.p1.p1" "Scots" "Pinsyl_asmbl_50616.p1.p1" " 4.43e-05"
"OG0003286" "Lodge" "Pinsyl_asmbl_95187.p1.p1" "Scots" "Pinsyl_asmbl_95187.p1.p1" " 5.60e-05"
"OG0003255" "Lodge" "Pinsyl_asmbl_66683.p1.p1" "Scots" "Pinsyl_asmbl_66683.p1.p1" " 5.73e-05"
"OG0009135" "Lodge" "Pinsyl_asmbl_60540.p1.p1" "Scots" "Pinsyl_asmbl_60540.p1.p1" " 6.03e-05"
"OG0013986" "Lodge" "Pinsyl_asmbl_59537.p1.p1" "Scots" "Pinsyl_asmbl_59537.p1.p1" " 7.11e-05"
"OG0012774" "Lodge" "Pinsyl_asmbl_75877.p1.p1" "Scots" "Pinsyl_asmbl_75877.p1.p1" " 8.07e-05"
"OG0020648" "Lodge" "Pinsyl_asmbl_24361.p1.p1" "Scots" "Pinsyl_asmbl_24361.p1.p1" " 8.96e-05"
"OG0009928" "Lodge" "Pinsyl_asmbl_12178.p1.p1" "Scots" "Pinsyl_asmbl_12178.p1.p1" " 9.22e-05"
"OG0024914" "Lodge" "Pinsyl_asmbl_119344.p1.p1" "Scots" "Pinsyl_asmbl_119344.p1.p1" " 1.04e-04"
"OG0013981" "Lodge" "Pinsyl_asmbl_94068.p1.p1" "Scots" "Pinsyl_asmbl_94068.p1.p1" " 1.33e-04"
"OG0007508" "Lodge" "Pinsyl_asmbl_7942.p1.p1" "Scots" "Pinsyl_asmbl_7942.p1.p1" " 1.36e-04"
"OG0010620" "Lodge" "Pinsyl_asmbl_111221.p1.p1" "Scots" "Pinsyl_asmbl_111221.p1.p1" " 1.52e-04"
"OG0006198" "Lodge" "Pinsyl_asmbl_115139.p1.p1" "Scots" "Pinsyl_asmbl_115139.p1.p1" " 1.70e-04"
"OG0008897" "Lodge" "Pinsyl_asmbl_46560.p1.p1" "Scots" "Pinsyl_asmbl_46560.p1.p1" " 1.73e-04"
"OG0011592" "Lodge" "Pinsyl_asmbl_64072.p1.p1" "Scots" "Pinsyl_asmbl_64072.p1.p1" " 2.01e-04"
"OG0013849" "Lodge" "Pinsyl_asmbl_100549.p1.p1" "Scots" "Pinsyl_asmbl_100549.p1.p1" " 2.09e-04"
"OG0002639" "Lodge" "Pinsyl_asmbl_16883.p1.p1" "Scots" "Pinsyl_asmbl_16883.p1.p1" " 2.41e-04"
"OG0009755" "Lodge" "Pinsyl_asmbl_109523.p1.p1" "Scots" "Pinsyl_asmbl_109523.p1.p1" " 2.46e-04"
"OG0011700" "Lodge" "Pinsyl_asmbl_90582.p1.p1" "Scots" "Pinsyl_asmbl_90582.p1.p1" " 2.69e-04"
"OG0011790" "Lodge" "Pinsyl_asmbl_112740.p1.p1" "Scots" "Pinsyl_asmbl_112740.p1.p1" " 2.82e-04"
"OG0011735" "Lodge" "Pinsyl_asmbl_57196.p1.p1" "Scots" "Pinsyl_asmbl_57196.p1.p1" " 3.05e-04"
"OG0001792" "Lodge" "Pinsyl_asmbl_130131.p1.p1" "Scots" "Pinsyl_asmbl_130131.p1.p1" " 3.34e-04"
"OG0008770" "Lodge" "Pinsyl_asmbl_114128.p1.p1" "Scots" "Pinsyl_asmbl_114128.p1.p1" " 3.69e-04"
"OG0009786" "Lodge" "Pinsyl_asmbl_106202.p1.p1" "Scots" "Pinsyl_asmbl_106202.p1.p1" " 4.04e-04"
"OG0005132" "Lodge" "Pinsyl_asmbl_110368.p1.p1" "Scots" "Pinsyl_asmbl_110368.p1.p1" " 5.44e-04"
"OG0017196" "Lodge" "Pinsyl_asmbl_104221.p1.p1" "Scots" "Pinsyl_asmbl_104221.p1.p1" " 6.06e-04"
"OG0007446" "Lodge" "Pinsyl_asmbl_91444.p1.p1" "Scots" "Pinsyl_asmbl_91444.p1.p1" " 6.67e-04"
"OG0019519" "Lodge" "Pinsyl_asmbl_3827.p1.p1" "Scots" "Pinsyl_asmbl_3827.p1.p1" " 7.07e-04"
"OG0015286" "Lodge" "Pinsyl_asmbl_35873.p1.p1" "Scots" "Pinsyl_asmbl_35873.p1.p1" " 7.16e-04"
"OG0002732" "Lodge" "Pinsyl_asmbl_72276.p1.p1" "Scots" "Pinsyl_asmbl_72276.p1.p1" " 7.18e-04"
"OG0007984" "Lodge" "Pinsyl_asmbl_9562.p1.p1" "Scots" "Pinsyl_asmbl_9562.p1.p1" " 7.29e-04"
"OG0005360" "Lodge" "Pinsyl_asmbl_64682.p1.p1" "Scots" "Pinsyl_asmbl_64682.p1.p1" " 7.31e-04"
"OG0006018" "Lodge" "Pinsyl_asmbl_100117.p1.p1" "Scots" "Pinsyl_asmbl_100117.p1.p1" " 7.45e-04"
"OG0011468" "Lodge" "Pinsyl_asmbl_72435.p1.p1" "Scots" "Pinsyl_asmbl_72435.p1.p1" " 7.73e-04"
"OG0015149" "Lodge" "Pinsyl_asmbl_15879.p1.p1" "Scots" "Pinsyl_asmbl_15879.p1.p1" " 8.44e-04"
"OG0012912" "Lodge" "Pinsyl_asmbl_125999.p1.p1" "Scots" "Pinsyl_asmbl_125999.p1.p1" " 9.19e-04"
"OG0008367" "Lodge" "Pinsyl_asmbl_27132.p1.p1" "Scots" "Pinsyl_asmbl_27132.p1.p1" " 9.95e-04"
"OG0010008" "Lodge" "Pinsyl_asmbl_73254.p1.p1" "Scots" "Pinsyl_asmbl_73254.p1.p1" " 1.05e-03"
"OG0017370" "Lodge" "Pinsyl_asmbl_30514.p1.p1" "Scots" "Pinsyl_asmbl_30514.p1.p1" " 1.07e-03"
"OG0016984" "Lodge" "Pinsyl_asmbl_21599.p1.p1" "Scots" "Pinsyl_asmbl_21599.p1.p1" " 1.12e-03"
"OG0012658" "Lodge" "Pinsyl_asmbl_52824.p1.p1" "Scots" "Pinsyl_asmbl_52824.p1.p1" " 1.28e-03"
"OG0012416" "Lodge" "Pinsyl_asmbl_84598.p1.p1" "Scots" "Pinsyl_asmbl_84598.p1.p1" " 1.36e-03"
"OG0025442" "Lodge" "Pinsyl_asmbl_98670.p1.p1" "Scots" "Pinsyl_asmbl_98670.p1.p1" " 1.53e-03"
"OG0012831" "Lodge" "Pinsyl_asmbl_98999.p1.p1" "Scots" "Pinsyl_asmbl_98999.p1.p1" " 1.56e-03"
"OG0006342" "Lodge" "Pinsyl_asmbl_49702.p1.p1" "Scots" "Pinsyl_asmbl_49702.p1.p1" " 1.61e-03"
"OG0009664" "Lodge" "Pinsyl_asmbl_95308.p1.p1" "Scots" "Pinsyl_asmbl_95308.p1.p1" " 1.94e-03"
"OG0005063" "Lodge" "Pinsyl_asmbl_91930.p1.p1" "Scots" "Pinsyl_asmbl_91930.p1.p1" " 1.97e-03"
"OG0020094" "Lodge" "Pinsyl_asmbl_18123.p1.p1" "Scots" "Pinsyl_asmbl_18123.p1.p1" " 2.10e-03"
"OG0009953" "Lodge" "Pinsyl_asmbl_117667.p1.p1" "Scots" "Pinsyl_asmbl_117667.p1.p1" " 2.27e-03"
"OG0020567" "Lodge" "Pinsyl_asmbl_20283.p1.p1" "Scots" "Pinsyl_asmbl_20283.p1.p1" " 2.30e-03"
"OG0001457" "Lodge" "Pinsyl_asmbl_5077.p1.p1" "Scots" "Pinsyl_asmbl_5077.p1.p1" " 2.44e-03"
"OG0011550" "Lodge" "Pinsyl_asmbl_106519.p1.p1" "Scots" "Pinsyl_asmbl_106519.p1.p1" " 2.49e-03"
"OG0019745" "Lodge" "Pinsyl_asmbl_60654.p1.p1" "Scots" "Pinsyl_asmbl_60654.p1.p1" " 2.55e-03"
"OG0010474" "Lodge" "Pinsyl_asmbl_41170.p1.p1" "Scots" "Pinsyl_asmbl_41170.p1.p1" " 2.62e-03"
"OG0017143" "Lodge" "Pinsyl_asmbl_127184.p1.p1" "Scots" "Pinsyl_asmbl_127184.p1.p1" " 2.72e-03"
"OG0020167" "Lodge" "Pinsyl_asmbl_127061.p1.p1" "Scots" "Pinsyl_asmbl_127061.p1.p1" " 2.77e-03"
"OG0020580" "Lodge" "Pinsyl_asmbl_7397.p1.p1" "Scots" "Pinsyl_asmbl_7397.p1.p1" " 2.77e-03"
"OG0009649" "Lodge" "Pinsyl_asmbl_27438.p1.p1" "Scots" "Pinsyl_asmbl_27438.p1.p1" " 2.83e-03"
"OG0011744" "Lodge" "Pinsyl_asmbl_101525.p1.p1" "Scots" "Pinsyl_asmbl_101525.p1.p1" " 2.96e-03"
"OG0015459" "Lodge" "Pinsyl_asmbl_112111.p1.p1" "Scots" "Pinsyl_asmbl_112111.p1.p1" " 3.09e-03"
"OG0002314" "Lodge" "Pinsyl_asmbl_142228.p1.p1" "Scots" "Pinsyl_asmbl_142228.p1.p1" " 3.48e-03"
"OG0017088" "Lodge" "Pinsyl_asmbl_37615.p1.p1" "Scots" "Pinsyl_asmbl_37615.p1.p1" " 3.70e-03"
"OG0005185" "Lodge" "Pinsyl_asmbl_10623.p1.p1" "Scots" "Pinsyl_asmbl_10623.p1.p1" " 3.88e-03"
"OG0020322" "Lodge" "Pinsyl_asmbl_57676.p1.p1" "Scots" "Pinsyl_asmbl_57676.p1.p1" " 3.95e-03"
"OG0019453" "Lodge" "Pinsyl_asmbl_73088.p1.p1" "Scots" "Pinsyl_asmbl_73088.p1.p1" " 4.02e-03"
"OG0025544" "Lodge" "Pinsyl_asmbl_105455.p1.p1" "Scots" "Pinsyl_asmbl_105455.p1.p1" " 4.02e-03"
"OG0011668" "Lodge" "Pinsyl_asmbl_46895.p1.p1" "Scots" "Pinsyl_asmbl_46895.p1.p1" " 4.63e-03"
"OG0016870" "Lodge" "Pinsyl_asmbl_128948.p1.p1" "Scots" "Pinsyl_asmbl_128948.p1.p1" " 5.39e-03"
"OG0010303" "Lodge" "Pinsyl_asmbl_112055.p1.p1" "Scots" "Pinsyl_asmbl_112055.p1.p1" " 6.08e-03"
"OG0020521" "Lodge" "Pinsyl_asmbl_123378.p1.p1" "Scots" "Pinsyl_asmbl_123378.p1.p1" " 6.24e-03"
"OG0005591" "Lodge" "Pinsyl_asmbl_75058.p1.p1" "Scots" "Pinsyl_asmbl_75058.p1.p1" " 6.34e-03"
"OG0006941" "Lodge" "Pinsyl_asmbl_88929.p1.p1" "Scots" "Pinsyl_asmbl_88929.p1.p1" " 6.60e-03"
"OG0008226" "Lodge" "Pinsyl_asmbl_104354.p1.p1" "Scots" "Pinsyl_asmbl_104354.p1.p1" " 7.05e-03"
"OG0008506" "Lodge" "Pinsyl_asmbl_120777.p1.p1" "Scots" "Pinsyl_asmbl_120777.p1.p1" " 7.08e-03"
"OG0004807" "Lodge" "Pinsyl_asmbl_75155.p1.p1" "Scots" "Pinsyl_asmbl_75155.p1.p1" " 7.13e-03"
"OG0015581" "Lodge" "Pinsyl_asmbl_62011.p1.p1" "Scots" "Pinsyl_asmbl_62011.p1.p1" " 7.32e-03"
"OG0020631" "Lodge" "Pinsyl_asmbl_35135.p1.p1" "Scots" "Pinsyl_asmbl_35135.p1.p1" " 7.33e-03"
"OG0015123" "Lodge" "Pinsyl_asmbl_101532.p1.p1" "Scots" "Pinsyl_asmbl_101532.p1.p1" " 8.08e-03"
"OG0011396" "Lodge" "Pinsyl_asmbl_20450.p1.p1" "Scots" "Pinsyl_asmbl_20450.p1.p1" " 8.50e-03"
"OG0016871" "Lodge" "Pinsyl_asmbl_29326.p1.p1" "Scots" "Pinsyl_asmbl_29326.p1.p1" " 9.45e-03"
"OG0004779" "Lodge" "Pinsyl_asmbl_91456.p1.p1" "Scots" "Pinsyl_asmbl_91456.p1.p1" " 9.50e-03"
"OG0020447" "Lodge" "Pinsyl_asmbl_27840.p1.p1" "Scots" "Pinsyl_asmbl_27840.p1.p1" " 1.19e-02"
"OG0012643" "Lodge" "Pinsyl_asmbl_18331.p1.p1" "Scots" "Pinsyl_asmbl_18331.p1.p1" " 1.32e-02"
"OG0015203" "Lodge" "Pinsyl_asmbl_100274.p1.p1" "Scots" "Pinsyl_asmbl_100274.p1.p1" " 1.36e-02"
"OG0011765" "Lodge" "Pinsyl_asmbl_33138.p1.p1" "Scots" "Pinsyl_asmbl_33138.p1.p1" " 1.68e-02"
"OG0010800" "Lodge" "Pinsyl_asmbl_59904.p1.p1" "Scots" "Pinsyl_asmbl_59904.p1.p1" " 1.75e-02"
"OG0007588" "Lodge" "Pinsyl_asmbl_90234.p1.p1" "Scots" "Pinsyl_asmbl_90234.p1.p1" " 1.79e-02"
"OG0019667" "Lodge" "Pinsyl_asmbl_65852.p1.p1" "Scots" "Pinsyl_asmbl_65852.p1.p1" " 1.80e-02"
"OG0017113" "Lodge" "Pinsyl_asmbl_65898.p1.p1" "Scots" "Pinsyl_asmbl_65898.p1.p1" " 1.96e-02"
"OG0008668" "Lodge" "Pinsyl_asmbl_20794.p1.p1" "Scots" "Pinsyl_asmbl_20794.p1.p1" " 1.97e-02"
"OG0020037" "Lodge" "Pinsyl_asmbl_29350.p1.p1" "Scots" "Pinsyl_asmbl_29350.p1.p1" " 2.06e-02"
"OG0017029" "Lodge" "Pinsyl_asmbl_132218.p1.p1" "Scots" "Pinsyl_asmbl_132218.p1.p1" " 2.10e-02"
"OG0007044" "Lodge" "Pinsyl_asmbl_30723.p1.p1" "Scots" "Pinsyl_asmbl_30723.p1.p1" " 2.17e-02"
"OG0009675" "Lodge" "Pinsyl_asmbl_125548.p1.p1" "Scots" "Pinsyl_asmbl_125548.p1.p1" " 2.35e-02"
"OG0005585" "Lodge" "Pinsyl_asmbl_121146.p1.p1" "Scots" "Pinsyl_asmbl_121146.p1.p1" " 2.43e-02"
"OG0012723" "Lodge" "Pinsyl_asmbl_100076.p1.p1" "Scots" "Pinsyl_asmbl_100076.p1.p1" " 2.43e-02"
"OG0010238" "Lodge" "Pinsyl_asmbl_112336.p1.p1" "Scots" "Pinsyl_asmbl_112336.p1.p1" " 2.55e-02"
"OG0020404" "Lodge" "Pinsyl_asmbl_42646.p1.p1" "Scots" "Pinsyl_asmbl_42646.p1.p1" " 2.58e-02"
"OG0007289" "Lodge" "Pinsyl_asmbl_112946.p1.p1" "Scots" "Pinsyl_asmbl_112946.p1.p1" " 2.70e-02"
"OG0014983" "Lodge" "Pinsyl_asmbl_120086.p1.p1" "Scots" "Pinsyl_asmbl_120086.p1.p1" " 2.73e-02"
"OG0005544" "Lodge" "Pinsyl_asmbl_100875.p1.p1" "Scots" "Pinsyl_asmbl_100875.p1.p1" " 2.90e-02"
"OG0013860" "Lodge" "Pinsyl_asmbl_134768.p1.p1" "Scots" "Pinsyl_asmbl_134768.p1.p1" " 2.97e-02"
"OG0020076" "Lodge" "Pinsyl_asmbl_136933.p1.p1" "Scots" "Pinsyl_asmbl_136933.p1.p1" " 3.01e-02"
"OG0011691" "Lodge" "Pinsyl_asmbl_109796.p1.p1" "Scots" "Pinsyl_asmbl_109796.p1.p1" " 3.09e-02"
"OG0008421" "Lodge" "Pinsyl_asmbl_23379.p1.p1" "Scots" "Pinsyl_asmbl_23379.p1.p1" " 3.15e-02"
"OG0009394" "Lodge" "Pinsyl_asmbl_136578.p1.p1" "Scots" "Pinsyl_asmbl_136578.p1.p1" " 3.28e-02"
"OG0008042" "Lodge" "Pinsyl_asmbl_105367.p1.p1" "Scots" "Pinsyl_asmbl_105367.p1.p1" " 3.48e-02"
"OG0004882" "Lodge" "Pinsyl_asmbl_79429.p1.p1" "Scots" "Pinsyl_asmbl_79429.p1.p1" " 3.63e-02"
"OG0012738" "Lodge" "Pinsyl_asmbl_15633.p1.p1" "Scots" "Pinsyl_asmbl_15633.p1.p1" " 3.89e-02"
"OG0012745" "Lodge" "Pinsyl_asmbl_28535.p1.p1" "Scots" "Pinsyl_asmbl_28535.p1.p1" " 3.96e-02"
"OG0012613" "Lodge" "Pinsyl_asmbl_40519.p1.p1" "Scots" "Pinsyl_asmbl_40519.p1.p1" " 4.15e-02"
"OG0015328" "Lodge" "Pinsyl_asmbl_70847.p1.p1" "Scots" "Pinsyl_asmbl_70847.p1.p1" " 4.26e-02"
"OG0010199" "Lodge" "Pinsyl_asmbl_120678.p1.p1" "Scots" "Pinsyl_asmbl_120678.p1.p1" " 4.36e-02"
